"LOCATION","Country","TYPE_VAR","Type of indicator","VARIABLE","Indicator","WB","Current/Future Well-being","SEX","Sex","AGE","Age","EDUCATION","Education","TIME","Time","Value","Flag Codes","Flags"
"FIN","Finland","HOR","Gap between groups (horizontal inequality)","4_4","Satisfaction with time use","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2013","2013",7.74227383405132,,
"FIN","Finland","HOR","Gap between groups (horizontal inequality)","4_4","Satisfaction with time use","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2018","2018",7.83782421795898,,
"FIN","Finland","HOR","Gap between groups (horizontal inequality)","5_1","Life expectancy at birth","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2004","2004",82.5,,
"FIN","Finland","HOR","Gap between groups (horizontal inequality)","5_1","Life expectancy at birth","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2005","2005",82.5,,
"FIN","Finland","HOR","Gap between groups (horizontal inequality)","5_1","Life expectancy at birth","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2006","2006",83.1,,
"FIN","Finland","HOR","Gap between groups (horizontal inequality)","5_1","Life expectancy at birth","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2007","2007",83.1,,
"FIN","Finland","HOR","Gap between groups (horizontal inequality)","5_1","Life expectancy at birth","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2008","2008",83.3,,
"FIN","Finland","HOR","Gap between groups (horizontal inequality)","5_1","Life expectancy at birth","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2009","2009",83.5,,
"FIN","Finland","HOR","Gap between groups (horizontal inequality)","5_1","Life expectancy at birth","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2010","2010",83.5,,
"FIN","Finland","HOR","Gap between groups (horizontal inequality)","5_1","Life expectancy at birth","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2011","2011",83.8,,
"FIN","Finland","HOR","Gap between groups (horizontal inequality)","5_1","Life expectancy at birth","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2012","2012",83.7,,
"FIN","Finland","HOR","Gap between groups (horizontal inequality)","5_1","Life expectancy at birth","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2013","2013",84.1,,
"FIN","Finland","HOR","Gap between groups (horizontal inequality)","5_1","Life expectancy at birth","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2014","2014",84.1,,
"FIN","Finland","HOR","Gap between groups (horizontal inequality)","5_1","Life expectancy at birth","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2015","2015",84.4,,
"FIN","Finland","HOR","Gap between groups (horizontal inequality)","5_1","Life expectancy at birth","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2016","2016",84.4,,
"FIN","Finland","HOR","Gap between groups (horizontal inequality)","5_1","Life expectancy at birth","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2017","2017",84.5,,
"FIN","Finland","HOR","Gap between groups (horizontal inequality)","5_1","Life expectancy at birth","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2018","2018",84.5,,
"FIN","Finland","HOR","Gap between groups (horizontal inequality)","5_1","Life expectancy at birth","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2019","2019",84.8,,
"FIN","Finland","HOR","Gap between groups (horizontal inequality)","5_1","Life expectancy at birth","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2020","2020",84.8,,
"FIN","Finland","HOR","Gap between groups (horizontal inequality)","5_1","Life expectancy at birth","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2021","2021",84.7,,
"FIN","Finland","HOR","Gap between groups (horizontal inequality)","5_2","Perceived health","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2004","2004",68.7,,
"FIN","Finland","HOR","Gap between groups (horizontal inequality)","5_2","Perceived health","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2005","2005",68.2,,
"FIN","Finland","HOR","Gap between groups (horizontal inequality)","5_2","Perceived health","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2006","2006",68.2,,
"FIN","Finland","HOR","Gap between groups (horizontal inequality)","5_2","Perceived health","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2007","2007",67.6,,
"FIN","Finland","HOR","Gap between groups (horizontal inequality)","5_2","Perceived health","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2008","2008",67.5,,
"FIN","Finland","HOR","Gap between groups (horizontal inequality)","5_2","Perceived health","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2009","2009",68.4,,
"FIN","Finland","HOR","Gap between groups (horizontal inequality)","5_2","Perceived health","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2010","2010",66.7,,
"FIN","Finland","HOR","Gap between groups (horizontal inequality)","5_2","Perceived health","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2011","2011",67.4,,
"FIN","Finland","HOR","Gap between groups (horizontal inequality)","5_2","Perceived health","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2012","2012",66,,
"FIN","Finland","HOR","Gap between groups (horizontal inequality)","5_2","Perceived health","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2013","2013",63.9,,
"FIN","Finland","HOR","Gap between groups (horizontal inequality)","5_2","Perceived health","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2014","2014",69.1,,
"FIN","Finland","HOR","Gap between groups (horizontal inequality)","5_2","Perceived health","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2015","2015",69.3,,
"FIN","Finland","HOR","Gap between groups (horizontal inequality)","5_2","Perceived health","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2016","2016",68.7,,
"FIN","Finland","HOR","Gap between groups (horizontal inequality)","5_2","Perceived health","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2017","2017",68.5,,
"FIN","Finland","HOR","Gap between groups (horizontal inequality)","5_2","Perceived health","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2018","2018",67.1,,
"FIN","Finland","HOR","Gap between groups (horizontal inequality)","5_2","Perceived health","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2019","2019",67.7,,
"FIN","Finland","HOR","Gap between groups (horizontal inequality)","5_2","Perceived health","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2020","2020",69.1,,
"FIN","Finland","HOR","Gap between groups (horizontal inequality)","5_3","Deaths from suicide, alcohol, drugs","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2004","2004",24.7588405609131,,
"FIN","Finland","HOR","Gap between groups (horizontal inequality)","5_3","Deaths from suicide, alcohol, drugs","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2005","2005",26.992021560669,,
"FIN","Finland","HOR","Gap between groups (horizontal inequality)","5_3","Deaths from suicide, alcohol, drugs","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2006","2006",26.3642501831055,,
"FIN","Finland","HOR","Gap between groups (horizontal inequality)","5_3","Deaths from suicide, alcohol, drugs","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2007","2007",27.030876159668,,
"FIN","Finland","HOR","Gap between groups (horizontal inequality)","5_3","Deaths from suicide, alcohol, drugs","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2008","2008",26.5876541137695,,
"FIN","Finland","HOR","Gap between groups (horizontal inequality)","5_3","Deaths from suicide, alcohol, drugs","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2009","2009",26.5205841064453,,
"FIN","Finland","HOR","Gap between groups (horizontal inequality)","5_3","Deaths from suicide, alcohol, drugs","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2010","2010",24.4041748046875,,
"FIN","Finland","HOR","Gap between groups (horizontal inequality)","5_3","Deaths from suicide, alcohol, drugs","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2011","2011",24.2110557556152,,
"FIN","Finland","HOR","Gap between groups (horizontal inequality)","5_3","Deaths from suicide, alcohol, drugs","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2012","2012",24.2704029083252,,
"FIN","Finland","HOR","Gap between groups (horizontal inequality)","5_3","Deaths from suicide, alcohol, drugs","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2013","2013",23.8763637542725,,
"FIN","Finland","HOR","Gap between groups (horizontal inequality)","5_3","Deaths from suicide, alcohol, drugs","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2014","2014",20.7861080169678,,
"FIN","Finland","HOR","Gap between groups (horizontal inequality)","5_3","Deaths from suicide, alcohol, drugs","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2016","2016",20.5242500305176,,
"FIN","Finland","HOR","Gap between groups (horizontal inequality)","5_3","Deaths from suicide, alcohol, drugs","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2017","2017",22.5605754852295,,
"FIN","Finland","HOR","Gap between groups (horizontal inequality)","5_3","Deaths from suicide, alcohol, drugs","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2018","2018",22.3889007568359,,
"FIN","Finland","HOR","Gap between groups (horizontal inequality)","5_4","Self-reported depression","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2014","2014",4.6,,
"FIN","Finland","HOR","Gap between groups (horizontal inequality)","5_4","Self-reported depression","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2019","2019",6.4,,
"FIN","Finland","HOR","Gap between groups (horizontal inequality)","7_1","Social support","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2010","2010",95.4958975315094,,
"FIN","Finland","HOR","Gap between groups (horizontal inequality)","7_1","Social support","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2011","2011",95.4958975315094,,
"FIN","Finland","HOR","Gap between groups (horizontal inequality)","7_1","Social support","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2012","2012",95.4958975315094,,
"FIN","Finland","HOR","Gap between groups (horizontal inequality)","7_1","Social support","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2013","2013",95.4958975315094,,
"FIN","Finland","HOR","Gap between groups (horizontal inequality)","7_1","Social support","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2014","2014",95.4958975315094,,
"FIN","Finland","HOR","Gap between groups (horizontal inequality)","7_1","Social support","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2015","2015",95.4958975315094,,
"FIN","Finland","HOR","Gap between groups (horizontal inequality)","7_1","Social support","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2016","2016",95.4958975315094,,
"FIN","Finland","HOR","Gap between groups (horizontal inequality)","7_1","Social support","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2017","2017",95.4958975315094,,
"FIN","Finland","HOR","Gap between groups (horizontal inequality)","7_1","Social support","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2018","2018",95.4958975315094,,
"FIN","Finland","HOR","Gap between groups (horizontal inequality)","7_1","Social support","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2019","2019",95.4958975315094,,
"FIN","Finland","HOR","Gap between groups (horizontal inequality)","7_1","Social support","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2020","2020",95.4958975315094,,
"FIN","Finland","HOR","Gap between groups (horizontal inequality)","7_1","Social support","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2021","2021",95.4958975315094,,
"FIN","Finland","HOR","Gap between groups (horizontal inequality)","7_1","Social support","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2022","2022",95.4958975315094,,
"FIN","Finland","HOR","Gap between groups (horizontal inequality)","7_2","Time spent in social interactions","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2009","2009",6.7716547,,
"FIN","Finland","HOR","Gap between groups (horizontal inequality)","8_1","Having a say in government","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2012","2012",47.4339855404745,,
"FIN","Finland","HOR","Gap between groups (horizontal inequality)","10_1","Homicides","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2004","2004",1.1,,
"FIN","Finland","HOR","Gap between groups (horizontal inequality)","10_1","Homicides","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2005","2005",1.1,,
"FIN","Finland","HOR","Gap between groups (horizontal inequality)","10_1","Homicides","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2006","2006",1.1,,
"FIN","Finland","HOR","Gap between groups (horizontal inequality)","10_1","Homicides","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2007","2007",1.6,,
"FIN","Finland","HOR","Gap between groups (horizontal inequality)","10_1","Homicides","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2008","2008",1.5,,
"FIN","Finland","HOR","Gap between groups (horizontal inequality)","10_1","Homicides","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2009","2009",1,,
"FIN","Finland","HOR","Gap between groups (horizontal inequality)","10_1","Homicides","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2010","2010",0.9,,
"FIN","Finland","HOR","Gap between groups (horizontal inequality)","10_1","Homicides","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2011","2011",1.3,,
"FIN","Finland","HOR","Gap between groups (horizontal inequality)","10_1","Homicides","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2012","2012",1.3,,
"FIN","Finland","HOR","Gap between groups (horizontal inequality)","10_1","Homicides","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2013","2013",0.7,,
"FIN","Finland","HOR","Gap between groups (horizontal inequality)","10_1","Homicides","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2014","2014",1,,
"FIN","Finland","HOR","Gap between groups (horizontal inequality)","10_1","Homicides","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2016","2016",0.6,,
"FIN","Finland","HOR","Gap between groups (horizontal inequality)","10_1","Homicides","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2017","2017",0.9,,
"FIN","Finland","HOR","Gap between groups (horizontal inequality)","10_1","Homicides","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2018","2018",0.6,,
"FIN","Finland","HOR","Gap between groups (horizontal inequality)","10_1","Homicides","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2019","2019",0.8,,
"FIN","Finland","HOR","Gap between groups (horizontal inequality)","10_2","Feeling safe at night","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2010","2010",73.3293116092682,,
"FIN","Finland","HOR","Gap between groups (horizontal inequality)","10_2","Feeling safe at night","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2011","2011",73.3293116092682,,
"FIN","Finland","HOR","Gap between groups (horizontal inequality)","10_2","Feeling safe at night","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2012","2012",73.3293116092682,,
"FIN","Finland","HOR","Gap between groups (horizontal inequality)","10_2","Feeling safe at night","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2013","2013",73.3293116092682,,
"FIN","Finland","HOR","Gap between groups (horizontal inequality)","10_2","Feeling safe at night","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2014","2014",73.3293116092682,,
"FIN","Finland","HOR","Gap between groups (horizontal inequality)","10_2","Feeling safe at night","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2015","2015",73.3293116092682,,
"FIN","Finland","HOR","Gap between groups (horizontal inequality)","10_2","Feeling safe at night","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2016","2016",73.3293116092682,,
"FIN","Finland","HOR","Gap between groups (horizontal inequality)","10_2","Feeling safe at night","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2017","2017",73.3293116092682,,
"FIN","Finland","HOR","Gap between groups (horizontal inequality)","10_2","Feeling safe at night","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2018","2018",73.3293116092682,,
"FIN","Finland","HOR","Gap between groups (horizontal inequality)","10_2","Feeling safe at night","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2019","2019",73.3293116092682,,
"FIN","Finland","HOR","Gap between groups (horizontal inequality)","10_2","Feeling safe at night","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2020","2020",73.3293116092682,,
"FIN","Finland","HOR","Gap between groups (horizontal inequality)","10_2","Feeling safe at night","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2021","2021",73.3293116092682,,
"FIN","Finland","HOR","Gap between groups (horizontal inequality)","10_2","Feeling safe at night","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2022","2022",73.3293116092682,,
"FIN","Finland","HOR","Gap between groups (horizontal inequality)","11_1","Life satisfaction","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2013","2013",8.11792347229478,,
"FIN","Finland","HOR","Gap between groups (horizontal inequality)","11_1","Life satisfaction","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2018","2018",8.2,,
"FIN","Finland","HOR","Gap between groups (horizontal inequality)","11_1","Life satisfaction","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2021","2021",8,,
"FIN","Finland","HOR","Gap between groups (horizontal inequality)","11_2","Negative affect balance","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2010","2010",9.09331068396568,,
"FIN","Finland","HOR","Gap between groups (horizontal inequality)","11_2","Negative affect balance","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2011","2011",9.09331068396568,,
"FIN","Finland","HOR","Gap between groups (horizontal inequality)","11_2","Negative affect balance","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2012","2012",9.09331068396568,,
"FIN","Finland","HOR","Gap between groups (horizontal inequality)","11_2","Negative affect balance","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2013","2013",9.09331068396568,,
"FIN","Finland","HOR","Gap between groups (horizontal inequality)","11_2","Negative affect balance","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2014","2014",9.09331068396568,,
"FIN","Finland","HOR","Gap between groups (horizontal inequality)","11_2","Negative affect balance","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2015","2015",9.09331068396568,,
"FIN","Finland","HOR","Gap between groups (horizontal inequality)","11_2","Negative affect balance","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2016","2016",9.09331068396568,,
"FIN","Finland","HOR","Gap between groups (horizontal inequality)","11_2","Negative affect balance","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2017","2017",9.09331068396568,,
"FIN","Finland","HOR","Gap between groups (horizontal inequality)","11_2","Negative affect balance","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2018","2018",9.09331068396568,,
"FIN","Finland","HOR","Gap between groups (horizontal inequality)","11_2","Negative affect balance","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2019","2019",9.09331068396568,,
"FIN","Finland","HOR","Gap between groups (horizontal inequality)","11_2","Negative affect balance","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2020","2020",9.09331068396568,,
"FIN","Finland","HOR","Gap between groups (horizontal inequality)","11_2","Negative affect balance","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2021","2021",9.09331068396568,,
"FIN","Finland","HOR","Gap between groups (horizontal inequality)","4_1","Time off","CWB","Current Well-being","MALE","Men","TOT","Total population","TOT","Total population","2009","2009",15.279659,,
"FIN","Finland","HOR","Gap between groups (horizontal inequality)","4_4","Satisfaction with time use","CWB","Current Well-being","MALE","Men","TOT","Total population","TOT","Total population","2013","2013",7.59110527303434,,
"FIN","Finland","HOR","Gap between groups (horizontal inequality)","4_4","Satisfaction with time use","CWB","Current Well-being","MALE","Men","TOT","Total population","TOT","Total population","2018","2018",7.71426232839864,,
"FIN","Finland","HOR","Gap between groups (horizontal inequality)","5_1","Life expectancy at birth","CWB","Current Well-being","MALE","Men","TOT","Total population","TOT","Total population","2004","2004",75.4,,
"FIN","Finland","HOR","Gap between groups (horizontal inequality)","5_1","Life expectancy at birth","CWB","Current Well-being","MALE","Men","TOT","Total population","TOT","Total population","2005","2005",75.6,,
"FIN","Finland","HOR","Gap between groups (horizontal inequality)","5_1","Life expectancy at birth","CWB","Current Well-being","MALE","Men","TOT","Total population","TOT","Total population","2006","2006",75.9,,
"FIN","Finland","HOR","Gap between groups (horizontal inequality)","5_1","Life expectancy at birth","CWB","Current Well-being","MALE","Men","TOT","Total population","TOT","Total population","2007","2007",76,,
"FIN","Finland","HOR","Gap between groups (horizontal inequality)","5_1","Life expectancy at birth","CWB","Current Well-being","MALE","Men","TOT","Total population","TOT","Total population","2008","2008",76.5,,
"FIN","Finland","HOR","Gap between groups (horizontal inequality)","5_1","Life expectancy at birth","CWB","Current Well-being","MALE","Men","TOT","Total population","TOT","Total population","2009","2009",76.6,,
"FIN","Finland","HOR","Gap between groups (horizontal inequality)","5_1","Life expectancy at birth","CWB","Current Well-being","MALE","Men","TOT","Total population","TOT","Total population","2010","2010",76.9,,
"FIN","Finland","HOR","Gap between groups (horizontal inequality)","5_1","Life expectancy at birth","CWB","Current Well-being","MALE","Men","TOT","Total population","TOT","Total population","2011","2011",77.3,,
"FIN","Finland","HOR","Gap between groups (horizontal inequality)","5_1","Life expectancy at birth","CWB","Current Well-being","MALE","Men","TOT","Total population","TOT","Total population","2012","2012",77.7,,
"FIN","Finland","HOR","Gap between groups (horizontal inequality)","5_1","Life expectancy at birth","CWB","Current Well-being","MALE","Men","TOT","Total population","TOT","Total population","2013","2013",78,,
"FIN","Finland","HOR","Gap between groups (horizontal inequality)","5_1","Life expectancy at birth","CWB","Current Well-being","MALE","Men","TOT","Total population","TOT","Total population","2014","2014",78.4,,
"FIN","Finland","HOR","Gap between groups (horizontal inequality)","5_1","Life expectancy at birth","CWB","Current Well-being","MALE","Men","TOT","Total population","TOT","Total population","2015","2015",78.7,,
"FIN","Finland","HOR","Gap between groups (horizontal inequality)","5_1","Life expectancy at birth","CWB","Current Well-being","MALE","Men","TOT","Total population","TOT","Total population","2016","2016",78.6,,
"FIN","Finland","HOR","Gap between groups (horizontal inequality)","5_1","Life expectancy at birth","CWB","Current Well-being","MALE","Men","TOT","Total population","TOT","Total population","2017","2017",78.9,,
"FIN","Finland","HOR","Gap between groups (horizontal inequality)","5_1","Life expectancy at birth","CWB","Current Well-being","MALE","Men","TOT","Total population","TOT","Total population","2018","2018",79.1,,
"FIN","Finland","HOR","Gap between groups (horizontal inequality)","5_1","Life expectancy at birth","CWB","Current Well-being","MALE","Men","TOT","Total population","TOT","Total population","2019","2019",79.3,,
"FIN","Finland","HOR","Gap between groups (horizontal inequality)","5_1","Life expectancy at birth","CWB","Current Well-being","MALE","Men","TOT","Total population","TOT","Total population","2020","2020",79.2,,
"FIN","Finland","HOR","Gap between groups (horizontal inequality)","5_1","Life expectancy at birth","CWB","Current Well-being","MALE","Men","TOT","Total population","TOT","Total population","2021","2021",79.3,,
"FIN","Finland","HOR","Gap between groups (horizontal inequality)","5_2","Perceived health","CWB","Current Well-being","MALE","Men","TOT","Total population","TOT","Total population","2004","2004",69.5,,
"FIN","Finland","HOR","Gap between groups (horizontal inequality)","5_2","Perceived health","CWB","Current Well-being","MALE","Men","TOT","Total population","TOT","Total population","2005","2005",68.7,,
"FIN","Finland","HOR","Gap between groups (horizontal inequality)","5_2","Perceived health","CWB","Current Well-being","MALE","Men","TOT","Total population","TOT","Total population","2006","2006",69.3,,
"FIN","Finland","HOR","Gap between groups (horizontal inequality)","5_2","Perceived health","CWB","Current Well-being","MALE","Men","TOT","Total population","TOT","Total population","2007","2007",69.1,,
"FIN","Finland","HOR","Gap between groups (horizontal inequality)","5_2","Perceived health","CWB","Current Well-being","MALE","Men","TOT","Total population","TOT","Total population","2008","2008",69.7,,
"FIN","Finland","HOR","Gap between groups (horizontal inequality)","5_2","Perceived health","CWB","Current Well-being","MALE","Men","TOT","Total population","TOT","Total population","2009","2009",69.4,,
"FIN","Finland","HOR","Gap between groups (horizontal inequality)","5_2","Perceived health","CWB","Current Well-being","MALE","Men","TOT","Total population","TOT","Total population","2010","2010",70.1,,
"FIN","Finland","HOR","Gap between groups (horizontal inequality)","5_2","Perceived health","CWB","Current Well-being","MALE","Men","TOT","Total population","TOT","Total population","2011","2011",70.3,,
"FIN","Finland","HOR","Gap between groups (horizontal inequality)","5_2","Perceived health","CWB","Current Well-being","MALE","Men","TOT","Total population","TOT","Total population","2012","2012",68.3,,
"FIN","Finland","HOR","Gap between groups (horizontal inequality)","5_2","Perceived health","CWB","Current Well-being","MALE","Men","TOT","Total population","TOT","Total population","2013","2013",65.4,,
"FIN","Finland","HOR","Gap between groups (horizontal inequality)","5_2","Perceived health","CWB","Current Well-being","MALE","Men","TOT","Total population","TOT","Total population","2014","2014",69.3,,
"FIN","Finland","HOR","Gap between groups (horizontal inequality)","5_2","Perceived health","CWB","Current Well-being","MALE","Men","TOT","Total population","TOT","Total population","2015","2015",70.3,,
"FIN","Finland","HOR","Gap between groups (horizontal inequality)","5_2","Perceived health","CWB","Current Well-being","MALE","Men","TOT","Total population","TOT","Total population","2016","2016",71.7,,
"FIN","Finland","HOR","Gap between groups (horizontal inequality)","5_2","Perceived health","CWB","Current Well-being","MALE","Men","TOT","Total population","TOT","Total population","2017","2017",71.7,,
"FIN","Finland","HOR","Gap between groups (horizontal inequality)","5_2","Perceived health","CWB","Current Well-being","MALE","Men","TOT","Total population","TOT","Total population","2018","2018",70.5,,
"FIN","Finland","HOR","Gap between groups (horizontal inequality)","5_2","Perceived health","CWB","Current Well-being","MALE","Men","TOT","Total population","TOT","Total population","2019","2019",68.9,,
"FIN","Finland","HOR","Gap between groups (horizontal inequality)","5_2","Perceived health","CWB","Current Well-being","MALE","Men","TOT","Total population","TOT","Total population","2020","2020",70.5,,
"FIN","Finland","HOR","Gap between groups (horizontal inequality)","5_3","Deaths from suicide, alcohol, drugs","CWB","Current Well-being","MALE","Men","TOT","Total population","TOT","Total population","2004","2004",83.5354156494141,,
"FIN","Finland","HOR","Gap between groups (horizontal inequality)","5_3","Deaths from suicide, alcohol, drugs","CWB","Current Well-being","MALE","Men","TOT","Total population","TOT","Total population","2005","2005",82.3199310302734,,
"FIN","Finland","HOR","Gap between groups (horizontal inequality)","5_3","Deaths from suicide, alcohol, drugs","CWB","Current Well-being","MALE","Men","TOT","Total population","TOT","Total population","2006","2006",86.552619934082,,
"FIN","Finland","HOR","Gap between groups (horizontal inequality)","5_3","Deaths from suicide, alcohol, drugs","CWB","Current Well-being","MALE","Men","TOT","Total population","TOT","Total population","2007","2007",89.7002792358398,,
